ID,Район,Улица,Комнаты,Площадь,Этаж,Серия,Цена за м2,Цена,Ссылка
tr_57311774,центр,Таллинас 36,2,45,4/4,Дов. дом,1883 €,"84,740  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/acike.html
tr_56334542,Агенскалнс,Смильгя 29,3,71,2/3,Нов.,2957 €,"210,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/bknxhd.html
tr_57133367,Ильгюциемс,Буллю 35а,2,49,2/5,Лит. пр.,1423 €,"69,750  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ilguciems/djfne.html
tr_57311711,Иманта,Клеисту 10,1,27,5/5,Лит. пр.,1240 €,"33,500€",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/hfhpm.html
tr_57227373,Агенскалнс,М. Нометню 57,1,22,2/3,Дов. дом,1586 €,"34,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/efboj.html
tr_57034882,центр,Лачплеша 61,6,164,5/5,Рекон.,1644 €,"269,775  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/cdngm.html
tr_56367484,Межциемс,Лидума 8,2,39,2/5,Лит. пр.,1151 €,"44,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhciems/nbelf.html
tr_57311672,центр,Беньяминяс 10,2,55,2/5,Дов. дом,1598 €,"87,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcjlio.html
tr_57309829,Вецмилгравис,Ринкас 9,3,64,4/9,602-я,1281 €,"82,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecmilgravis/fckbp.html
tr_57311586,центр,Бирзниека-Упиша 20,1,28,4/6,Нов.,3892 €,"109,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/fhjlg.html
tr_57231069,Иманта,Даммес 30,2,49,5/5,Лит. пр.,1040 €,"51,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/blfnm.html
tr_57311508,Вецрига,Калею 14,2,65,4/5,Дов. дом,2000 €,"130,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecriga/ahhdf.html
tr_57157866,Зиепниеккалнс,Ливциема 43,2,41,3/5,Хрущ.,1024 €,"42,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ziepniekkalns/fjxmg.html
tr_57311457,Иманта,Анниньмуйжас 21,2,59,4/3,Нов.,2864 €,"169,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/dilkn.html
tr_57311428,Ильгюциемс,Даугавгривас 132/1,2,59,5/5,Сталинка,1372 €,"81,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ilguciems/dfdkk.html
tr_57153518,центр,Бривибас 84,2,42,3/6,Дов. дом,2023 €,"85,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/eknbh.html
tr_57310484,центр,Райня бульв. 31,5,174,1/5,Дов. дом,1264 €,"220,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcmfof.html
tr_57311367,Кипсала,Баласта Д. 72,2,86,2/4,Нов.,3720 €,"320,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/kipsala/jchjg.html
tr_56901095,р-н ул.Краста,Лубанас 10,3,59,8/9,467-я,1237 €,"73,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/krasta-st-area/fcehe.html
tr_57310520,Пурвциемс,Марса Г. 4,1,28,4/5,Лит. пр.,1339 €,"37,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/bgkdp.html
tr_57227323,Плявниеки,Салнас 34,2,52,3/9,602-я,1009 €,"52,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/cndgi.html
tr_57311216,Пурвциемс,Ницгалес 9,2,47,3/5,Лит. пр.,1000 €,"47,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/fpjci.html
tr_56944235,центр,Стабу 56,4,240,6/6,Дов. дом,812 €,"195,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/dnljb.html
tr_57155143,центр,Валдемара 24,2,58,6/6,Дов. дом,2155 €,"125,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/fliib.html
tr_55696450,Агенскалнс,Ранькя Д. 34,4,110,13/22,Нов.,3463 €,"381,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/dejle.html
tr_57071403,Плявниеки,Салнас 34,2,52,3/9,602-я,1009 €,"52,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/dhldg.html
tr_57030317,Агенскалнс,Ранькя Д. 34,3,115,15/22,Нов.,2930 €,"337,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/chkpc.html
tr_57310888,Кливерсала,Акменю 19a,2,52,1/3,Спец. пр.,1250 €,"65,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/kliversala/cmjmd.html
tr_57239987,Ильгюциемс,Вайделотес 19,2,43,5/5,Хрущ.,1197 €,"51,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ilguciems/andlb.html
tr_57264096,Саркандаугава,Дунтес 31,2,47,3/5,Дов. дом,634 €,"29,800  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/dnlll.html
tr_57310938,центр,Валдемара 83,2,49,3/7,Рекон.,2448 €,"120,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/hghom.html
tr_57310918,Агенскалнс,Ранькя Д. 31,3,54,2/4,Рекон.,1590 €,"85,863  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/bhffl.html
tr_57310875,Межапарк,Виестура пр. 47,2,46,6/9,Спец. пр.,1239 €,"57,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhapark/hdpdi.html
tr_57304902,Золитуде,Ростокас 56,3,80,5/8,119-я,1225 €,"98,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/zolitude/fhfgj.html
tr_57226276,центр,Тербатас 93,6,223,6/6,Сталинка,1336 €,"298,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/eijdo.html
tr_57128757,Плявниеки,Купричу 3C,4,107,2/6,Нов.,2359 €,"252,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/hgkke.html
tr_57208984,центр,Элизабетес 35,3,86,3/4,Дов. дом,3011 €,"259,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/dcehm.html
tr_57310708,Чиекуркалнс,Чиекуркална 4 п. л. 17,2,58,7/9,602-я,1202 €,"69,750€",https://www.ss.lv/msg/ru/real-estate/flats/riga/chiekurkalns/gpfmj.html
tr_57274997,Межапарк,Остас пр. 7,2,47,6/6,Нов.,2531 €,"119,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhapark/aehkf.html
tr_57274999,Аплокциемс,Бриежу 7,2,47,6/6,Нов.,2531 €,"119,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/aplokciems/bfongg.html
tr_57309049,центр,Дзирнаву 132,2,66,5/6,Дов. дом,1393 €,"92,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/hekpk.html
tr_55902641,центр,Сканстес 12,2,53,2/12,Нов.,3064 €,"162,400€",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ajogh.html
tr_55960512,центр,Сканстес 12,4,99,3/12,Нов.,2829 €,"280,100€",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bclfgf.html
tr_55965041,центр,Сканстес 12,5,105,2/12,Нов.,3041 €,"319,400€",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/benihx.html
tr_56405900,Луцавсала,Луцавсала 5,4,85,5/9,Нов.,2715 €,"230,800€",https://www.ss.lv/msg/ru/real-estate/flats/riga/lucavsala/cgxnjl.html
tr_56404294,Луцавсала,Луцавсала 5,3,69,8/9,Нов.,2708 €,"186,900€",https://www.ss.lv/msg/ru/real-estate/flats/riga/lucavsala/cgxnhk.html
tr_56788508,Луцавсала,Луцавсала 5,3,57,1/9,Нов.,2803 €,"159,800€",https://www.ss.lv/msg/ru/real-estate/flats/riga/lucavsala/agibm.html
tr_56139696,центр,Рупниецибас 33,3,185,7/7,Нов.,2417 €,"447,300€",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/dhfdn.html
tr_57144833,Золитуде,Скринес 8,4,93,3/3,Нов.,2395 €,"222,800€",https://www.ss.lv/msg/ru/real-estate/flats/riga/zolitude/hhhdb.html
tr_57144773,Золитуде,Скринес 6,4,93,3/3,Нов.,2402 €,"223,400€",https://www.ss.lv/msg/ru/real-estate/flats/riga/zolitude/gjjex.html
tr_53191970,Золитуде,Скринес 8,4,93,2/3,Нов.,2369 €,"220,400€",https://www.ss.lv/msg/ru/real-estate/flats/riga/zolitude/abfee.html
tr_57144745,Золитуде,Скринес 8,3,70,3/3,Нов.,2485 €,"174,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/zolitude/afjjc.html
tr_53240660,Золитуде,Скринес 8,3,75,3/3,Нов.,2460 €,"184,500€",https://www.ss.lv/msg/ru/real-estate/flats/riga/zolitude/chnce.html
tr_57144254,Межциемс,Хипократа 18,2,47,6/6,Нов.,2744 €,"129,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhciems/hfedo.html
tr_55019920,Межциемс,Хипократа 18,2,44,6/6,Нов.,2686 €,"118,200€",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhciems/beckdo.html
tr_54306050,центр,Рупниецибас 33,3,70,6/7,Нов.,3600 €,"252,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/aidno.html
tr_54305933,центр,Рупниецибас 33,3,88,1/7,Нов.,3056 €,"269,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/aondc.html
tr_54616472,центр,Рупниецибас 33,4,95,2/5,Нов.,3400 €,"323,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/cxxif.html
tr_55302749,Торнякалнс,Лудвикя 2,3,90,3/3,Дов. дом,2350 €,"211,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/tornjakalns/behmbc.html
tr_57220311,Дарзциемс,Каибалас 23,5,197,1/3,Нов.,1512 €,"298,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/darzciems/aegmd.html
tr_57307625,Агенскалнс,Калнциема 9a,4,90,9/10,Нов.,3888 €,"350,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/cibbg.html
tr_57263243,центр,Дайнас 10a,3,65,5/7,Нов.,3230 €,"210,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/agkkl.html
tr_57151256,Гризинькалнс,Звайгжню 21,2,35,4/5,Рекон.,2393 €,"83,760  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/grizinkalns/bpmplm.html
tr_57217485,центр,Бривибас 105,4,161,3/5,Рекон.,2919 €,"470,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ginmc.html
tr_56714299,центр,Звайгжню 21,3,49,2/5,Рекон.,2395 €,"117,360  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bfbmd.html
tr_56755906,центр,Лачплеша 36,2,32,1/5,Рекон.,3396 €,"108,675  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/fmxen.html
tr_56071869,Пурвциемс,Дзелзавас 74C,3,62,3/13,Нов.,2512 €,"155,800  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/eojpl.html
tr_54170758,центр,Лачплеша 36,2,50,6/6,Рекон.,2204 €,"110,220  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/apfci.html
tr_56498350,центр,Лачплеша 36,2,45,1/5,Рекон.,3320 €,"149,410  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/cxfpn.html
tr_57054080,Иманта,Анниньмуйжас 38/1,2,61,5/18,Нов.,1885 €,"115,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/afxlg.html
tr_56947713,центр,Блауманя 21,4,139,6/6,Дов. дом,1618 €,"225,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/algbk.html
tr_57310362,Агенскалнс,Вентспилс 45,3,92,2/2,Дов. дом,1032 €,"95,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/fpxpx.html
tr_57310013,центр,Лачплеша 62,6,183,5/6,Дов. дом,1557 €,"285,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/fgbmm.html
tr_57223105,Агенскалнс,Зеллю 13,1,23,1/4,Рекон.,2543 €,"58,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/bxmjnn.html
tr_57125779,Вецрига,Скарню 9,2,81,4/6,Рекон.,2654 €,"215,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecriga/bnjge.html
tr_57168338,центр,Марияс 4,2,31,3/5,Нов.,4596 €,"142,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/elhpg.html
tr_53528931,центр,Стрелниеку 8,3,224,2/7,Нов.,1973 €,"442,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/cncfn.html
tr_57310219,центр,Стабу 29,3,72,2/6,Рекон.,2527 €,"182,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ajkgk.html
tr_57286266,центр,Бривибас 148,2,64,5/6,Дов. дом,1046 €,"67,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcjdcf.html
tr_56741619,центр,Госпиталю 49,3,53,2/8,Нов.,3269 €,"173,279  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/adfhk.html
tr_56741593,центр,Госпиталю 49,3,61,2/8,Нов.,3108 €,"189,599  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/dbjgn.html
tr_57306990,Болдерая,Лиелупес 31,4,69,3/3,Дов. дом,434 €,"30,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/bolderaya/bhcbj.html
tr_57058046,Торнякалнс,Елгава 88,1,26,1/5,Дов. дом,961 €,"25,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/tornjakalns/idcdk.html
tr_53137261,центр,Бруниниеку 93c,1,30,1/2,Рекон.,2833 €,"85,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bgckd.html
tr_56052484,центр,Алаукста 7,1,37,1/2,Рекон.,2702 €,"100,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/egknf.html
tr_56924629,центр,Сколас 17,3,89,3/7,Нов.,3815 €,"339,538  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/fencb.html
tr_57310105,центр,Дунтес 28,2,62,2/16,Нов.,1741 €,"108,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/cgkib.html
tr_57307982,Зиепниеккалнс,Ливциема 49,2,48,6/9,602-я,1114 €,"53,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ziepniekkalns/emlej.html
tr_57223882,центр,Бривибас 100,4,145,2/5,Дов. дом,2275 €,"330,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/agnnp.html
tr_56777190,Тейка,Ропажу 93,1,34,2/2,Дов. дом,794 €,"27,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/ainfx.html
tr_57135790,центр,Ерузалемес 10,3,124,4/7,Нов.,3024 €,"375,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bejbfp.html
tr_57223854,Яунциемс,Яунциема Г. 141,2,41,1/2,Хрущ.,926 €,"38,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/jaunciems/kpbhc.html
tr_53365753,Вецрига,Грециниеку 20,3,120,5/6,Дов. дом,2200 €,"264,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecriga/cbjen.html
tr_57090628,Золитуде,Русес 5,3,75,8/9,119-я,932 €,"69,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/zolitude/afinb.html
tr_56419445,центр,Марияс 8A,2,56,5/5,Дов. дом,2196 €,"123,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/aeibj.html
tr_57224177,Иманта,Акацию 2F,3,62,2/9,Нов.,2807 €,"174,058  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/coodl.html
tr_57054346,Агенскалнс,Кулдигас 32,2,50,4/5,Дов. дом,2260 €,"113,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/aepxh.html
tr_56357452,центр,Экспорта 12,3,120,4/6,Рекон.,2166 €,"260,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/gxjio.html
tr_53161475,Плявниеки,Дравниеку 3 K-3,3,71,3/10,Нов.,2184 €,"155,132  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/eiblf.html
tr_53855340,Плявниеки,Дравниеку 3 K-3,3,66,4/10,Нов.,2157 €,"142,381  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/aaaep.html
tr_56690132,центр,Госпиталю 49,2,68,8/8,Нов.,2536 €,"172,499  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bednxo.html
tr_56741569,центр,Госпиталю 49,3,71,2/8,Нов.,2924 €,"207,617  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/eobec.html
tr_57124076,центр,Матиса 48,2,51,2/2,Дов. дом,1215 €,"62,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/biojn.html
tr_56186645,Агенскалнс,Кристапа 2,3,83,2/2,Рекон.,2888 €,"239,760  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/bcjlei.html
tr_57185812,Кенгарагс,Саласпилс 6-5,1,30,5/5,Лит. пр.,1336 €,"40,100  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/kengarags/fijxp.html
tr_57309826,Кенгарагс,Прушу 3 K2,2,40,5/5,Лит. пр.,1637 €,"65,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/kengarags/behkk.html
tr_57221965,Ильгюциемс,Скодас 4,2,38,2/5,Лит. пр.,1381 €,"52,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ilguciems/ecbdn.html
tr_57309739,Агенскалнс,Атпутас 2a,2,42,5/5,Хрущ.,1071 €,"45,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/clfde.html
tr_57125969,Агенскалнс,Калнциема 53,4,85,4/4,Дов. дом,1294 €,"110,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/aikcx.html
tr_56768093,центр,Меркеля 17/19,3,55,4/4,Рекон.,1980 €,"108,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcbcgm.html
tr_56965652,центр,Артилерияс 11,2,37,3/3,Рекон.,1854 €,"68,600  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcndej.html
tr_56768472,центр,Артилерияс 11,2,36,3/3,Рекон.,1886 €,"67,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/feocm.html
tr_56760622,центр,Меркеля 17/19,4,74,3/4,Рекон.,1822 €,"134,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/abxpo.html
tr_56507463,Иманта,Дубулту 4,2,38,4/5,Лит. пр.,1315 €,"50,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/bfeenn.html
tr_57309671,Пурвциемс,Вайдавас 15 k-1,3,110,2/7,Нов.,1954 €,"215,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/gehlo.html
tr_57300013,центр,Аусекля 4,3,79,5/7,Нов.,3164 €,"250,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ekbnf.html
tr_57309507,центр,Марияс 25,4,152,2/6,Дов. дом,1710 €,"260,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/aejjf.html
tr_57309567,Вецмилгравис,Рупницас 6,1,22,1/2,Сталинка,409 €,"9,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecmilgravis/gfmpl.html
tr_57080596,центр,Виландес 8,4,165,2/5,Рекон.,3484 €,"575,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ailmd.html
tr_57150043,р-н ул.Краста,Дзервью 3,4,77,9/9,467-я,1025 €,"79,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/krasta-st-area/cebnj.html
tr_56758775,центр,Миленбаха 1,3,73,4/6,Рекон.,2356 €,"172,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/cimoi.html
tr_57303384,центр,Петерсалас 19,3,54,2/5,Хрущ.,1203 €,"65,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/algxp.html
tr_56645104,Агенскалнс,Элвирас 18,2,47,5/5,Спец. пр.,1042 €,"49,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/ppjdj.html
tr_57303997,Иманта,Анниньмуйжас 38/4,2,64,6/17,Нов.,1867 €,"119,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/agjmi.html
tr_57127739,центр,Чака 133,2,43,2/6,Дов. дом,1847 €,"79,453  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcndgk.html
tr_56431498,Ильгюциемс,Вайделотес 13,3,72,1/5,Спец. пр.,680 €,"49,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ilguciems/ajljj.html
tr_57309186,центр,Эвелес 6,2,98,4/7,Спец. пр.,1785 €,"175,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/hckxi.html
tr_57309172,Югла,Силциема 15 k-2,3,56,4/5,Хрущ.,1392 €,"78,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/yugla/dxbbx.html
tr_56935156,Дарзциемс,Страуту 27,1,39,4/5,М. сем.,1166 €,"45,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/darzciems/agdpx.html
tr_57178943,Пурвциемс,Пуцес 49,2,80,7/8,Нов.,1837 €,"147,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/cpnfl.html
tr_57309143,Брекши,Бикерниеку 20,1,19,2/2,Спец. пр.,842 €,"16,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/breksi/cebebk.html
tr_57126295,центр,Чака 133,2,43,2/6,Дов. дом,1848 €,"79,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ejfji.html
tr_57303998,Саркандаугава,Дунтес 52,1,22,2/5,Дов. дом,677 €,"14,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/idllm.html
tr_57228939,Вецмилгравис,Калнгалес 11,1,41,9/9,М. сем.,975 €,"40,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecmilgravis/agjfk.html
tr_57249580,Вецмилгравис,Мелидас 3,2,50,5/5,Лит. пр.,720 €,"36,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecmilgravis/bhond.html
tr_57207838,Иманта,Слокас 130a K1,1,46,2/8,Нов.,2021 €,"93,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/ccohp.html
tr_57308905,центр,Скарню 9,2,81,4/5,Спец. пр.,2654 €,"215,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcimel.html
tr_56970410,центр,Висвалжа 3,2,48,2/5,Дов. дом,1083 €,"52,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/agjmf.html
tr_57282519,центр,Чака 133A,1,36,3/6,Дов. дом,1047 €,"37,710  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/cncbf.html
tr_56918756,Агенскалнс,Лиелирбес 9a,2,43,3/4,Рекон.,2488 €,"107,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/djkej.html
tr_57068270,центр,Чака 133,1,33,5/6,Дов. дом,1227 €,"40,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/dxlik.html
tr_57274524,Пурвциемс,Варавикснес Г. 20,1,34,1/9,602-я,1205 €,"41,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/behlek.html
tr_56555757,Гризинькалнс,Звайгжню 21,3,58,4/6,Дов. дом,1282 €,"74,380  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/grizinkalns/cdenpd.html
tr_57308282,Вецмилгравис,Вецмилгравья 8,2,47,1/5,Лит. пр.,702 €,"33,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecmilgravis/bhnpg.html
tr_57026873,Аплокциемс,Чиекуру 3A,3,67,3/4,Нов.,2761 €,"185,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/aplokciems/bnlekm.html
tr_57155346,Саркандаугава,Твайка 48,2,47,2/5,Сталинка,889 €,"41,800  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/chmcm.html
tr_57130151,Саркандаугава,Патверсмес 26,3,55,1/5,Хрущ.,1072 €,"59,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/gcjln.html
tr_57027551,Тейка,Бикерниеку 47,1,26,2/2,Дов. дом,880 €,"22,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/bdoogp.html
tr_55773197,Берги,Вейдзирнаву 28,1,25,1/2,Дов. дом,840 €,"21,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/bergi/bdexbk.html
tr_57126843,центр,Бривибас 72,5,131,2/6,Дов. дом,1908 €,"249,989  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcnfeg.html
tr_56948627,Агенскалнс,Кристапа 2,3,81,1/2,Рекон.,2837 €,"229,870  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/ixole.html
tr_56924504,центр,Сколас 17,2,51,3/6,Нов.,3722 €,"189,847  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/abbxm.html
tr_56838951,центр,Ганибу Д. 13,2,68,1/7,Нов.,939 €,"63,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/beophc.html
tr_55799104,Агенскалнс,Баложу 28,5,98,2/3,Рекон.,2204 €,"216,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/bcikjf.html
tr_55798403,Агенскалнс,Баложу 28,1,23,2/3,Рекон.,2521 €,"58,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/cobgx.html
tr_55799083,Агенскалнс,Баложу 28,2,39,2/3,Рекон.,2487 €,"97,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/bbohjh.html
tr_56989489,центр,Гертрудес 23,3,85,3/7,Рекон.,2600 €,"221,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/efnlc.html
tr_52872546,центр,Лабораторияс 5,3,62,1/5,Нов.,2335 €,"144,800  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/gjoxp.html
tr_53820985,Югла,Бривибас 446,4,186,3/3,Нов.,1462 €,"272,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/yugla/acbbp.html
tr_52523436,Берги,Бривибас 446,4,186,3/3,Нов.,1462 €,"272,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/bergi/afodl.html
tr_54913204,центр,Валдемара 75,4,181,5/5,Дов. дом,1823 €,"330,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bckmeh.html
tr_56989485,центр,Марияс 16,5,185,1/7,Рекон.,1800 €,"333,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/elpnk.html
